LOCATION,Country,TIME,Business enterprise,Government,Higher Education,Private non-profit,Rest of the world,Not specified source,Basic research,Applied research,Experimental development,Not specified activities,Medical and health sciences
CUB,Cuba,2004,262111.2782,449659.2238,,,37444.46831,,74888.93661,374444.6831,299881.3505,,
CUB,Cuba,2005,274539.1587,470399.4122,,,39172.0507,,78344.1014,392055.3108,313711.2094,,
CUB,Cuba,2006,254838.8018,436821.848,,,36271.53498,,72855.7556,363966.0924,291110.3368,,
CUB,Cuba,2007,277343.6343,475047.8116,,,39664.78792,,79329.57584,396028.1169,316698.541,,
CUB,Cuba,2008,173743.4041,665805.0156,,,125551.803,,96700.25227,482550.1113,385849.8591,,
CUB,Cuba,2009,181895.957,908844.895,,,120946.5264,,121263.9713,605684.9667,484738.4403,,
CUB,Cuba,2010,186049.7751,930883.8579,,,124139.0138,,124139.0138,620377.5779,496556.0552,,
CUB,Cuba,2011,87283.69419,466237.8113,,,29198.10411,,58396.20821,291359.8048,232963.5966,,
CUB,Cuba,2012,137403.2703,732202.6616,,,45801.09008,,118959.8783,430345.8129,366101.3308,,
CUB,Cuba,2013,166934.5343,890925.6564,,,55644.84475,,166934.5343,501107.673,445462.8282,,
CUB,Cuba,2014,,,,,,,,,,,
CUB,Cuba,2015,,,,,,,,,,,
CYP,Cyprus,1998,3552.07941,19103.13647,192.42186,959.30021,2088.54966,,4967.85484,13823.47394,4271.20344,,959.30021
CYP,Cyprus,1999,5121.07178,20173.49869,545.26719,1351.37467,2251.82864,,5191.83164,15669.84142,5831.44532,,1398.54791
CYP,Cyprus,2000,5857.39713,22288.21135,642.46017,1548.31506,3142.61968,,5691.556,18096.19361,5691.556,,1619.38983
CYP,Cyprus,2001,5821.8501,24965.07365,1131.12645,1369.1842,4816.09134,,6538.8406,23740.9779,7824.91588,,1728.38376
CYP,Cyprus,2002,8142.06662,28821.64913,1787.45456,942.98784,7058.33433,,8050.58272,28846.98313,9852.11172,,1911.30967
CYP,Cyprus,2003,11036.21665,33310.71388,2119.63709,1284.25868,7704.19597,,10238.80999,32490.25295,12725.95933,,2472.23187
CYP,Cyprus,2004,11987.14754,40611.30021,2481.65026,992.11498,7308.67124,,12371.45581,35387.70579,15621.72263,,2673.8044
CYP,Cyprus,2005,12618.77365,50446.0446,3134.63507,879.80049,8228.07122,,15043.75833,41854.15651,18408.02686,,3589.75199
CYP,Cyprus,2006,13778.50123,57492.32773,3524.53639,1133.54047,10463.77544,,16704.58458,48592.97895,21095.11773,,5018.55681
CYP,Cyprus,2007,16555.48101,65052.43875,2841.00052,1665.76132,14661.00117,,19718.70133,61039.07599,20019.34392,,5420.19745
CYP,Cyprus,2008,18844.99592,67748.30083,2882.59976,773.97804,15491.0911,,20140.72451,65463.84052,20136.40061,,5736.37352
CYP,Cyprus,2009,19159.06234,84050.62446,3358.56073,553.39921,14696.63899,,27650.87782,72338.23108,21829.17683,,4640.03954
CYP,Cyprus,2010,15725.97963,84293.54033,4288.51328,575.23602,18460.49711,,28548.59142,73834.83376,20960.34119,,4754.99821
CYP,Cyprus,2011,14000.41959,89813.95844,4929.70505,578.28131,17903.81845,,29658.38809,77197.69239,20370.10236,,5306.16046
CYP,Cyprus,2012,12801.88323,78244.41993,5409.92391,812.05448,20609.7729,,26159.75499,73086.31779,18631.98168,,5100.09825
CYP,Cyprus,2013,14788.26611,75783.49268,6874.97827,732.4961,23897.13902,,25389.80005,76440.26353,20246.30858,,4467.78931
CYP,Cyprus,2014,17067.58348,70225.90209,6914.01328,760.33437,29428.1943,,25656.10746,76289.34676,22450.57328,,5594.52251
CZE,Czechia,1996,802614.1405,467564.8693,47183.39614,2324.83505,25928.94328,,252323.2011,424584.3778,668708.6054,,94060.67522
CZE,Czechia,1997,902280.07,464374.2401,109218.9751,3701.55063,28721.86463,,271614.8293,431989.544,804692.3272,,78747.00498
CZE,Czechia,1998,982952.159,601595.6608,4935.15133,985.60186,42559.4309,,289631.2471,425487.1784,917909.5785,,78083.95
CZE,Czechia,1999,874214.2122,708205.2237,11841.72151,1173.63056,66390.94548,,340106.8917,445684.448,876034.3937,,90664.71764
CZE,Czechia,2000,945789.0111,821994.1268,8869.38677,12160.54287,58083.32691,,430998.6462,466737.7426,949160.0056,,127957.6389
CZE,Czechia,2001,1040467.849,864496.0303,14208.20906,20318.43886,43849.47277,,496383.5909,495916.6097,991039.7994,,125193.2194
CZE,Czechia,2002,1098059.726,859920.0419,9510.09457,21025.95454,55442.12222,,496639.4784,575414.6004,971903.8608,,128887.718
CZE,Czechia,2003,1168911.819,950368.7033,26343.48928,22693.97587,103756.7737,,570356.1799,680813.1462,1020905.435,,168995.1726
CZE,Czechia,2004,1284227.2,1018429.579,37540.90609,1318.24002,89894.87692,,641158.7927,692512.5616,1097739.517,,203747.68
CZE,Czechia,2005,1262452.315,1184430.853,31148.65017,147.84556,141271.8962,,801956.7117,763806.2384,1053688.678,,231668.3002
CZE,Czechia,2006,1472407.645,1348371.217,36191.79871,388.45526,142958.8184,,984628.8349,832856.7556,1182832.344,,259417.2492
CZE,Czechia,2007,1652296.788,1566164.014,29445.56577,160.45466,254403.2057,,1131225.926,966710.6662,1404533.506,,301353.8073
CZE,Czechia,2008,1614409.667,1605421.553,45256.95112,111.44873,318403.5627,,1170385.996,1031156.136,1382061.051,,312061.0449
CZE,Czechia,2009,1484816.477,1783980.598,44082.72766,823.90555,421115.9438,,1241998.451,977094.4273,1515726.773,,366786.336
CZE,Czechia,2010,1582568.479,1724874.814,33088.10948,724.4967,540525.687,,1162152.65,1301037.502,1418591.434,,348630.9343
CZE,Czechia,2011,1771982.656,1961667.643,43967.82239,324.53361,924340.5078,,1352570.81,1698331.136,1651381.216,,374564.7627
CZE,Czechia,2012,1979898.026,2001584.033,49322.74373,123.55521,1410637.66,,1633267.68,1973697.404,1834600.934,,440369.2699
CZE,Czechia,2013,2291346.808,2117258.983,27692.23543,3651.16675,1654857.608,,2005067.277,1977720.751,2112018.773,,478693.7248
CZE,Czechia,2014,2416045.858,2215290.298,37082.91558,6840.77872,2049712.24,,2082926.011,2352452.85,2289593.15,,541798.209
CZE,Czechia,2015,2393650.598,2233427.985,49090.68503,3647.22185,2253164.958,,,,,,
DEU,Germany,1996,25149629.46,16081104.36,,129010.9255,849762.5434,,,,,,
DEU,Germany,1997,26996609.71,15816868.88,,145091.2687,1059696.219,,,,,,
DEU,Germany,1998,28733034.34,16021183.67,,159128.1508,1130557.724,,,,,,
DEU,Germany,1999,33045528.91,16203181.15,,214887.2415,1044534.277,,,,,,
DEU,Germany,2000,35421754.66,16839565.72,,220489.9943,1150870.888,,,,,,
DEU,Germany,2001,36814599.17,17630815.68,,239366.0036,1385195.967,,,,,,
DEU,Germany,2002,38284194.92,18488112.33,,264813.7381,1395227.192,,,,,,
DEU,Germany,2003,40289280.84,18948073.71,,195878.8517,1368810.78,,,,,,
DEU,Germany,2004,41801124.72,19170012.41,,237991.3213,1592816.615,,,,,,
DEU,Germany,2005,43158731.14,18128751.34,,187455.0973,2393192.097,,,,,,
DEU,Germany,2006,47340285.65,19079987.78,,248476.6506,2648805.909,,,,,,
DEU,Germany,2007,49951576.85,20174681.13,,258813.3705,2943742.084,,,,,,
DEU,Germany,2008,54556030.53,23033777.38,,252442.4032,3254167.169,,,,,,
DEU,Germany,2009,54714233.34,24688808.46,,216803.3556,3181194.699,,,,,,
DEU,Germany,2010,57088210.95,26457717.06,,204510.9769,3380567.008,,,,,,
DEU,Germany,2011,62837019.6,28634909.65,,334031.9168,4004022.877,,,,,,
DEU,Germany,2012,66398242.73,29356616.61,,390505.6361,4344671.17,,,,,,
DEU,Germany,2013,67403474.3,29968294.14,,317536.5981,5309217.088,,,,,,
DEU,Germany,2014,72539265.31,31783589.45,,344232.8263,5502940.332,,,,,,
DNK,Denmark,1996,1138607.377,805115.142,,103192.2437,207795.3301,,,,,,
DNK,Denmark,1997,1327733.069,898823.3381,,100878.7234,159650.9456,,,,,,
DNK,Denmark,1999,1779704.22,941779.6677,,100278.9121,161928.4056,,,,,,
DNK,Denmark,2001,2258137.999,1037184.521,,96228.6812,285519.3472,,,,,,
DNK,Denmark,2003,2495199.216,1129011.8,,113545.1076,428883.1318,,745110.973,1124954.955,2296574.597,,
DNK,Denmark,2005,2636705.931,1221715.24,,125095.1346,446005.9108,,828818.5293,1243690.66,2357012.91,,
DNK,Denmark,2007,3266683.387,1386352.319,,187667.5374,510598.2101,,657078.3809,1259902.98,3103990.188,330329.2939,
DNK,Denmark,2009,4233925.59,1781147.35,,212273.2286,586467.7662,,1100257.82,1770171.979,3942967.256,,
DNK,Denmark,2010,4259069.401,1967771.074,,240537.0291,504685.6217,,1313796.095,1637603.282,4020586.406,,
DNK,Denmark,2011,4455007.251,2050474.975,,260653.0617,517519.7402,,1358704.596,1952184.105,3972775.702,,
DNK,Denmark,2012,4473637.174,2178794.776,,281036.7238,535289.1593,,1368846.753,2060285.934,4039590.378,,
DNK,Denmark,2013,4605016.409,2331780.664,,340886.0179,522957.7187,,1501360.06,2931546.266,3367543.96,,
DNK,Denmark,2014,4655105.802,2339690.716,,351597.3236,537938.0135,,,,,,
DNK,Denmark,2015,4893963.887,2423411.644,,387707.3808,537787.6573,,,,,,
ECU,Ecuador,1996,,39421.24848,,,9824.40998,,11421.43284,34709.2894,3312.70996,,
ECU,Ecuador,1997,,35543.83731,,,8634.16645,,11757.72923,29283.40111,3372.02801,,
ECU,Ecuador,1998,,43667.5168,,,4303.61908,,14506.03968,30843.40664,2891.56937,,
ECU,Ecuador,2001,,,,,,,8038.02756,23149.51938,9324.11197,,2572.16882
ECU,Ecuador,2002,,,,,,,10194.01512,25339.40901,10485.27269,,3495.0909
ECU,Ecuador,2003,,,,,,,11013.05875,27398.34127,11550.28112,,4297.77902
ECU,Ecuador,2006,25414.95776,100933.6894,5809.1332,1694.33052,6051.18042,5809.1332,32192.27983,101998.6972,11642.47113,,33160.4687
ECU,Ecuador,2007,33784.08054,91100.52062,6057.83513,5125.8605,10950.70197,9785.73367,34483.06151,108178.9558,14096.11636,46.59873,10950.70197
ECU,Ecuador,2008,25040.28309,262922.9724,4173.38051,,1460.68318,,91814.37132,177368.6719,24414.27601,,26292.29724
ECU,Ecuador,2009,981.75675,212393.6734,38372.06708,2631.94363,50508.25161,210476.8226,22690.4926,257354.3138,24805.99504,210513.7137,14891.15907
ECU,Ecuador,2010,5528.62477,221558.162,52807.22022,2813.49944,29413.85776,239335.8406,26620.76306,258975.531,26536.38517,239324.5256,11375.63253
ECU,Ecuador,2011,2128.54358,145672.2012,41411.57553,2394.61153,22862.83862,297647.6699,35081.69344,160637.1403,18763.59774,297635.0089,7516.7482
ECU,Ecuador,2012,299.14024,154916.6028,61887.1136,928.7672,12264.02707,308450.0018,54534.90987,135327.0173,40433.70895,308449.9962,11535.59163
ECU,Ecuador,2013,179.63131,235054.1855,83109.51862,965.5408,15227.35309,322167.4263,61302.74959,221004.9725,52228.51084,322167.4299,25581.27064
ECU,Ecuador,2014,939.37613,341528.7902,101512.1042,947.29702,19821.93154,340766.6626,90835.30267,287923.1551,85991.04131,340766.6716,37791.74272
EGY,Egypt,2014,495073.1358,5609579.533,,4035.01974,7280.95746,,,,,,
EGY,Egypt,2015,447455.0902,6766212.781,,4225.16275,,,,,,,
ESP,Spain,1996,2422585.11,2340018.447,216158.7723,52416.58358,296400.88,,,,,,700520.9162
ESP,Spain,1997,2493110.909,2433040.023,234104.8324,40428.7957,375896.2584,,,,,,766741.5476
ESP,Spain,1998,3240909.116,2518917.375,262201.686,49786.63266,435497.0935,,,,,,
ESP,Spain,1999,3301489.428,2758117.45,265000.4735,53369.13732,379724.3003,,,,,,905163.6206
ESP,Spain,2000,3841335.984,2985166.235,364112.0677,157410.5341,376808.971,,,,,,1022954.38
ESP,Spain,2001,3939491.629,3329088.191,371510.5637,69566.7916,640928.5049,,,,,,1195602.878
ESP,Spain,2002,4735162.573,3788823.298,438237.5605,66939.50792,661560.0987,,,,,,1373512.755
ESP,Spain,2003,5224515.919,4329151.708,582446.1193,49044.20306,619321.6874,,,,,,
ESP,Spain,2004,5610094.354,4788984.299,483054.6751,76402.12414,719212.2728,,,,,,
ESP,Spain,2005,6133912.838,5696830.962,545873.4672,113355.5467,761185.0689,,,,,,
ESP,Spain,2006,7553092.466,6817587.847,632963.3945,89688.43113,952585.6332,,,,,,
ESP,Spain,2007,8269681.459,7941893.031,606089.942,99095.18057,1275578.602,,,,,,
ESP,Spain,2008,9104416.542,9229494.036,652996.024,112165.9489,1154631.321,,,,,,
ESP,Spain,2009,8808284.771,9569013.052,701116.8865,127116.3654,1108898.173,,,,,,
ESP,Spain,2010,8643609.251,9377675.79,793864.219,137713.2777,1153060.999,,,,,,
ESP,Spain,2011,8801384.624,8833927.764,790784.2981,109505.4255,1326770.093,,,,,,
ESP,Spain,2012,8795005.871,8311289.886,758470.7961,123513.6177,1280885.959,,,,,,
ESP,Spain,2013,8936767.177,8033922.138,786803.7396,121582.7562,1420794.701,,4440869.131,7922268.319,6936733.062,,
ESP,Spain,2014,8983852.727,8006156.016,803252.1037,130606.5873,1434676.322,,4396496.039,7830521.578,7131526.139,,
EST,Estonia,1997,,,,,,,,,,,
EST,Estonia,1998,15353.20164,41863.39964,1729.87359,3065.1341,4106.72907,,22362.17221,20983.32071,13797.69197,,4811.06752
EST,Estonia,1999,19159.39195,51272.67851,497.478,1284.79102,6966.85499,,26305.77161,22172.37829,20887.58727,,6633.76102
EST,Estonia,2000,19095.68301,46692.78115,1389.55193,1715.62777,10025.23358,,28794.84076,21356.90173,19722.26011,,7286.62279
EST,Estonia,2001,33027.04791,52172.62663,2021.81256,472.57814,12566.46914,,34681.0714,32147.64163,33433.87604,,6408.57051
EST,Estonia,2002,33372.06552,61724.02801,2720.8506,368.12718,16364.17855,,43860.60525,34108.31988,36580.32473,,8557.41447
EST,Estonia,2003,45297.52848,66811.28429,3941.68689,538.71777,20894.84723,,50108.97726,38793.84793,48583.29564,,10210.96352
EST,Estonia,2004,61109.87342,73950.37975,2886.07595,1075.44304,28477.97468,,53899.74684,42029.36709,71568.60759,,10809.11392
EST,Estonia,2005,79552.49857,89899.62808,1587.43404,381.461,35249.38013,,61254.29144,49357.47664,96058.63373,,12075.62464
EST,Estonia,2006,110507.608,129114.9104,2600.60802,404.96553,47164.08973,,80701.37727,67170.53847,141922.1852,,17639.9914
EST,Estonia,2007,130978.0915,143610.0824,2721.34973,579.78157,36730.97411,,80397.58521,71028.67745,163192.2048,,15030.83713
EST,Estonia,2008,151859.9041,190942.1985,2087.86269,1054.93941,35739.51253,,101674.143,84178.66087,195831.6133,,31739.91616
EST,Estonia,2009,147086.5562,186566.8897,2642.86475,2588.65214,43300.38626,,104248.9133,98837.33313,179099.1026,,31559.48382
EST,Estonia,2010,198554.6289,201031.4018,2768.27305,892.10778,52119.83199,,123842.5586,95549.43862,235974.2463,,39910.08493
EST,Estonia,2011,413350.2737,246106.3331,2148.16263,738.85848,89116.49726,,144053.9484,121870.602,485535.5747,,42025.01955
EST,Estonia,2012,374741.6339,279870.1884,2439.24439,673.62296,72887.53951,,155422.6648,158512.5023,416677.0621,,50991.91461
EST,Estonia,2013,262685.0745,294975.4,1687.89467,695.46625,64618.96879,,169293.345,200146.7568,255224.6184,,56139.26185
EST,Estonia,2014,201991.5571,269614.7844,4860.09872,640.53706,67895.02795,,165266.165,142309.4687,237424.4708,,55665.90195
EST,Estonia,2015,233601.4753,264152.7186,1191.11462,1337.88704,69423.35375,,,,,,61125.06704
ETH,Ethiopia,2005,,62005.6066,,53.10169,27585.94158,,,,,,
ETH,Ethiopia,2007,,80188.57717,,811.2904,30173.31167,596.15683,,,,,
ETH,Ethiopia,2010,23987.94758,124669.937,2416.88282,93.0293,66726.56099,4820.99402,44020.20718,96799.71109,47300.62556,34594.8079,34522.66226
ETH,Ethiopia,2013,5903.3419,622485.6545,14162.48285,1782.71395,16924.62043,126015.6382,96045.28265,358828.7203,332400.4038,0.04505,
FIN,Finland,1997,1845564.081,905495.5534,8392.22436,17923.8841,156964.2937,,,,,,
FIN,Finland,1998,2158814.166,1015448.088,7353.7857,26230.4166,171805.9544,,,,,,
FIN,Finland,1999,2617632.205,1140888.898,5984.65581,29448.49839,115964.4247,,,,,,
FIN,Finland,2000,3154979.365,1178019.871,6741.85372,32386.08207,119058.3543,,,,,,
FIN,Finland,2001,3268665.088,1178737.142,7759.26968,47933.31087,114890.3795,,,,,,
FIN,Finland,2002,3364457.442,1264539.896,11045.62218,47174.074,152182.124,,,,,,
FIN,Finland,2003,3492544.648,1283271.463,11432.73536,44966.36668,156975.0751,,,,,,
FIN,Finland,2004,3737593.614,1420745.626,13006.8522,52334.57639,173235.3274,,,,,,
FIN,Finland,2005,3736471.64,1433729.416,13425.23769,54060.34567,351004.2637,,,,,,
FIN,Finland,2006,4022321.293,1517581.467,16662.03366,58096.83155,428734.7701,,,,,,
FIN,Finland,2007,4548352.292,1603942.151,17352.00109,64723.61573,434523.25,,,,,,
FIN,Finland,2008,5294808.277,1644811.84,15953.95368,77478.41579,499985.1994,,,,,,
FIN,Finland,2009,5161636.896,1819173.958,10899.01519,86834.74015,500701.361,,,,,,
FIN,Finland,2010,5126664.145,1992448.905,15300.2303,88538.17826,533193.8897,,,,,,
FIN,Finland,2011,5345371.397,1996809.818,11914.46527,100757.4037,521927.0701,,,,,,
FIN,Finland,2012,4741824.666,2007274.669,11703.97195,96924.0337,662277.7231,,,,,,
FIN,Finland,2013,4495655.25,1923408.583,17135.78172,100382.5149,852809.1627,,,,,,
FIN,Finland,2014,3849581.613,1977579.263,16234.10686,102484.7018,1245829.657,,,,,,
FIN,Finland,2015,3678966.034,1940456.233,20249.97095,102577.7217,975539.5843,,,,,,
FRA,France,1996,13747089.82,11757083.59,216008.1514,250458.0563,2363055.419,,6227057.487,8074857.595,14031834.91,,
FRA,France,1997,14771818.5,11112693.83,211073.0924,249264.1684,2269782.916,,6300127.527,8481268.383,13832846.9,,
FRA,France,1998,15727635.39,10983466.14,261923.8081,269620.9107,2177415.668,,7378550.131,7871499.216,14170312.81,,
